phase_key,arm,calibrator,group,macro_f1_mean,macro_f1_std,macro_f1_count,log_loss_mean,log_loss_std,log_loss_count,roc_auc_mean,roc_auc_std,roc_auc_count,brier_mean,brier_std,brier_count,ece_10_mean,ece_10_std,ece_10_count,calibration_bias_mean,calibration_bias_std,calibration_bias_count,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,fnr_mean,fnr_std,fnr_count
P6_fixed,shared,platt,departure_missing,0.5260977630488816,,1,0.4690415883371167,,1,0.5868055555555556,,1,0.14713606497000023,,1,0.015880419622642715,,1,-0.0007938769050350458,,1,0.2222222222222222,,1,0.25,,1,0.75,,1
P6_fixed,shared,platt,overall,0.5095582735712085,,1,0.4696152866545533,,1,0.5414841849148418,,1,0.1472354596343371,,1,0.005922864213652285,,1,0.0037073600194472978,,1,0.20270270270270271,,1,0.3333333333333333,,1,0.6666666666666666,,1
P6_fixed,split,isotonic,arrival_missing,0.46590909090909094,,1,1.2003523080136993,,1,0.40865384615384615,,1,0.1572694369271072,,1,0.13278920019751986,,1,0.025482203650591645,,1,0.14285714285714285,,1,0.25,,1,0.75,,1
P6_fixed,split,isotonic,both_missing,0.375,,1,0.5109432362363016,,1,0.5,,1,0.16375623582766444,,1,0.06809523809523807,,1,0.008095238095238044,,1,0.0,,1,0.0,,1,1.0,,1
P6_fixed,split,isotonic,both_observed,0.5264679893967387,,1,1.0358822139256847,,1,0.5887110084172307,,1,0.14926619552308903,,1,0.0523596341048278,,1,0.01676651575439378,,1,0.22115384615384615,,1,0.3150684931506849,,1,0.684931506849315,,1
P6_fixed,split,isotonic,departure_missing,0.38028169014084506,,1,1.2414398478117055,,1,0.4253472222222222,,1,0.15940178290468496,,1,0.06728876144792642,,1,0.007505642043213356,,1,0.0,,1,0.0,,1,1.0,,1
P6_fixed,split,isotonic,overall,0.5075360419397117,,1,1.0641255980068716,,1,0.5603811841038118,,1,0.15105176117638636,,1,0.06001391923147958,,1,0.016684285214540656,,1,0.1953125,,1,0.2777777777777778,,1,0.7222222222222222,,1
P6_fixed,split,none,arrival_missing,0.48231884057971014,,1,0.46517875549280757,,1,0.4935897435897436,,1,0.14595469141869424,,1,0.07598978033991835,,1,0.008409878350066652,,1,0.17647058823529413,,1,0.375,,1,0.625,,1
P6_fixed,split,none,both_missing,0.4444444444444444,,1,0.5390957548026328,,1,0.25,,1,0.17091404686989037,,1,0.08424377329206256,,1,-0.05051979839877638,,1,,,0,0.0,,1,1.0,,1
P6_fixed,split,none,both_observed,0.5117996604414261,,1,0.46972741534777573,,1,0.5717115035484404,,1,0.14762810608900317,,1,0.03928722771962041,,1,-0.006238311956993842,,1,0.20512820512820512,,1,0.3287671232876712,,1,0.6712328767123288,,1
