phase_key,arm,calibrator,group,brier_mean,brier_std,brier_count,ece_10_mean,ece_10_std,ece_10_count,log_loss_mean,log_loss_std,log_loss_count,macro_f1_mean,macro_f1_std,macro_f1_count,roc_auc_mean,roc_auc_std,roc_auc_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,calibration_bias_mean,calibration_bias_std,calibration_bias_count,n_mean,n_std,n_count
P6_fixed,shared,platt,overall,0.1472354596343371,,1,0.0059228642136522,,1,0.4696152866545533,,1,0.5095582735712085,,1,0.5414841849148418,,1,0.3333333333333333,,1,0.2027027027027027,,1,0.0037073600194472,,1,501.0,,1
P6_fixed,split,isotonic,arrival_missing,0.1572694369271072,,1,0.1327892001975198,,1,1.2003523080136993,,1,0.4659090909090909,,1,0.4086538461538461,,1,0.25,,1,0.1428571428571428,,1,0.0254822036505916,,1,47.0,,1
P6_fixed,split,isotonic,both_missing,0.1637562358276644,,1,0.068095238095238,,1,0.5109432362363016,,1,0.375,,1,0.5,,1,0.0,,1,0.0,,1,0.008095238095238,,1,5.0,,1
P6_fixed,split,isotonic,both_observed,0.149266195523089,,1,0.0523596341048278,,1,1.0358822139256847,,1,0.5264679893967387,,1,0.5887110084172307,,1,0.3150684931506849,,1,0.2211538461538461,,1,0.0167665157543937,,1,405.0,,1
P6_fixed,split,isotonic,departure_missing,0.1594017829046849,,1,0.0672887614479264,,1,1.2414398478117057,,1,0.380281690140845,,1,0.4253472222222222,,1,0.0,,1,0.0,,1,0.0075056420432133,,1,44.0,,1
P6_fixed,split,isotonic,overall,0.1510517611763863,,1,0.0600139192314795,,1,1.0641255980068716,,1,0.5075360419397117,,1,0.5603811841038118,,1,0.2777777777777778,,1,0.1953125,,1,0.0166842852145406,,1,501.0,,1
P6_fixed,split,none,arrival_missing,0.1459546914186942,,1,0.0759897803399183,,1,0.4651787554928075,,1,0.4823188405797101,,1,0.4935897435897436,,1,0.375,,1,0.1764705882352941,,1,0.0084098783500666,,1,47.0,,1
P6_fixed,split,none,both_missing,0.1709140468698903,,1,0.0842437732920625,,1,0.5390957548026328,,1,0.4444444444444444,,1,0.25,,1,0.0,,1,,,0,-0.0505197983987763,,1,5.0,,1
P6_fixed,split,none,both_observed,0.1476281060890031,,1,0.0392872277196204,,1,0.4697274153477757,,1,0.5117996604414261,,1,0.5717115035484404,,1,0.3287671232876712,,1,0.2051282051282051,,1,-0.0062383119569938,,1,405.0,,1
P6_fixed,split,none,departure_missing,0.1478197179733372,,1,0.048073643287295,,1,0.4721425656605321,,1,0.4965675057208238,,1,0.5451388888888888,,1,0.25,,1,0.1818181818181818,,1,-0.0200800596012055,,1,44.0,,1
P6_fixed,split,none,overall,0.1477203418920183,,1,0.0354986189986287,,1,0.4702051025690373,,1,0.5080196399345336,,1,0.5606380102730467,,1,0.3222222222222222,,1,0.2,,1,-0.00652170394127,,1,501.0,,1
P6_fixed,split,platt,arrival_missing,0.1451255656380631,,1,0.0992733642188816,,1,0.46861528343143,,1,0.5223577235772358,,1,0.3397435897435897,,1,0.125,,1,0.25,,1,0.0203935112306433,,1,47.0,,1
P6_fixed,split,platt,both_missing,0.1576721896108434,,1,0.0926970221376204,,1,0.4926135148010077,,1,0.4444444444444444,,1,0.75,,1,0.0,,1,,,0,-0.0113303334921365,,1,5.0,,1
P6_fixed,split,platt,both_observed,0.1476645329484959,,1,0.0109276824742525,,1,0.4710739911115524,,1,0.488538886770873,,1,0.5243439511470539,,1,0.1095890410958904,,1,0.1632653061224489,,1,0.0102919993066254,,1,405.0,,1
P6_fixed,split,platt,departure_missing,0.1479887830431067,,1,0.0159716318347346,,1,0.4713564996534086,,1,0.5487179487179488,,1,0.5520833333333333,,1,0.125,,1,0.5,,1,0.0094568826705958,,1,44.0,,1
P6_fixed,split,platt,overall,0.1475547002616382,,1,0.0204746435763994,,1,0.4710831103397425,,1,0.4960366957711343,,1,0.5098945660989457,,1,0.1111111111111111,,1,0.1818181818181818,,1,0.0109505108125131,,1,501.0,,1
