phase_key,arm,calibrator,group,brier_mean,brier_std,brier_count,ece_10_mean,ece_10_std,ece_10_count,log_loss_mean,log_loss_std,log_loss_count,macro_f1_mean,macro_f1_std,macro_f1_count,roc_auc_mean,roc_auc_std,roc_auc_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,calibration_bias_mean,calibration_bias_std,calibration_bias_count,n_mean,n_std,n_count
P6_clean,split,none,both_missing,0.14102603879605072,0.00020103625230658784,3,0.009540432532282133,0.001707954367714225,3,0.4542802130614514,0.0007720825886604703,3,0.5112804838686261,0.0053016387138641475,3,0.5770600411537785,0.006919328237295391,3,0.1046885035324341,0.009697924772345197,3,0.2312015192666187,0.01007575301860299,3,-0.0023428518700965334,0.0002587786129777568,3,3031.0,0.0,3
P6_clean,split,none,both_observed,0.13979585885222431,0.00010686143081472361,3,0.0040651172613791,0.0008354514584453268,3,0.44732230985374627,0.0003346869781755925,3,0.5751441643537293,0.0013760553428355836,3,0.6430680240174843,0.001299984744002267,3,0.3359562413075336,0.016864999546887645,3,0.29104273847374934,0.003072351912484254,3,-0.002103442163388033,0.00022963268659012263,3,202507.0,0.0,3
P6_clean,split,none,departure_missing,0.1404738860757638,0.000180481605775999,3,0.008575650324746333,0.001315939460610383,3,0.4486942081247669,0.0005292146863498088,3,0.574853557896761,0.0015931418957771542,3,0.6427921301358975,0.002911615202284668,3,0.33310564663023673,0.015833641758391366,3,0.2917686204489915,0.0031432433527109798,3,-0.0028284253981877335,4.830625398793541e-05,3,24810.0,0.0,3
P6_clean,split,none,overall,0.1399099429192867,0.00010349049329522503,3,0.004548001957694634,0.0008484422141780843,3,0.44759948437547,0.0003248382733443699,3,0.5752579388466782,0.0015336254533346505,3,0.6427071181142523,0.0014013241979735568,3,0.33410370370370374,0.01690679362806246,3,0.2917520322431863,0.0029224148296106154,3,-0.0022270804207776,0.00021274702938938792,3,255001.0,0.0,3
P6_clean,split,platt,arrival_missing,0.14011492493620226,8.212684094593814e-05,3,0.005285904694630333,0.0008600319461178394,3,0.4478636840661249,0.00026799658316776874,3,0.5799815510219952,0.00178949011804206,3,0.64680882835881,0.0012167081816706192,3,0.351378102634384,0.0177478937528046,3,0.29821378445717067,0.0028213781583153537,3,-0.0003767548226845,0.0001584561972639232,3,24653.0,0.0,3
P6_clean,split,platt,both_missing,0.14106602948557476,0.0002315150042095932,3,0.007793438820050867,0.0008273988857510696,3,0.45438911801038634,0.0008547108570193339,3,0.5125660926692186,0.0049955230155253084,3,0.5769107257546564,0.0069720986814785155,3,0.10789980732177261,0.0069471122841309576,3,0.23239191846951543,0.013844021752724965,3,-0.00045070772332496666,0.0009610010728966157,3,3031.0,0.0,3
P6_clean,split,platt,both_observed,0.1397846612320308,0.00011810446683728623,3,0.0033406821265895333,0.00041557448600908924,3,0.4472773409923196,0.00038415515846004084,3,0.5750227828786086,0.0009799682587444565,3,0.6430468009805265,0.0013181672222751378,3,0.34135140432919825,0.0131686264459574,3,0.2897376993543055,0.003203415180291417,3,0.00012123380663316286,0.00038002980701697423,3,202507.0,0.0,3
P6_clean,split,platt,departure_missing,0.14046635587416068,0.00019836712089833834,3,0.006581813036678701,0.002306143717079167,3,0.4486370593665434,0.0006383242045811747,3,0.574926885592613,0.0010866232813952724,3,0.6428246769862633,0.0029543228109083688,3,0.33932908318154215,0.01572412569955087,3,0.2906575044923448,0.002349690962023542,3,-0.0006237856685493,0.0005098447309585458,3,24810.0,0.0,3
P6_clean,split,platt,overall,0.13989814573737258,0.0001161266324842131,3,0.0035787762405520332,0.0004091658720816756,3,0.4475508517817078,0.00038198628401835296,3,0.5751156907131768,0.0010084835475897592,3,0.6426990280645929,0.0014126130643121963,3,0.339437037037037,0.013721072076555853,3,0.29039470145289004,0.0030121355443413042,3,-6.194719667333324e-06,0.000372158781263305,3,255001.0,0.0,3
P6_fixed,shared,isotonic,arrival_missing,0.1401420401104624,0.0001536761365416446,3,0.0028491535651290335,0.0005200891734158544,3,0.4479744085067448,0.00040330712558394173,3,0.5799826997867092,0.0003935353692587528,3,0.6453490240125636,0.0013687274885135028,3,0.35564184559159434,0.013989357695552837,3,0.2973848260726218,0.0030144241560774933,3,-0.00012124711407893335,0.00046286884776363264,3,24653.0,0.0,3
