phase_key,seed,dimension,group,n,positives,positive_rate,mean_probability,calibration_bias,macro_f1,log_loss,roc_auc,brier,ece_10,tn,fp,fn,tp,precision,recall,fpr,fnr,error_rate
P6_fixed,42,feature_missing__Arr_Hour,observed,251970,44481,0.17653292058578401,0.17443049323208906,-0.0021024273536949523,0.5769623564811597,0.4472263976203196,0.6447337232015032,0.13981741219648006,0.005905271423863485,170137.0,37352.0,29055.0,15426.0,0.29228087460684377,0.34679975719970324,0.18001918173975487,0.6532002428002968,0.2635512164146525
P6_fixed,42,feature_missing__Arr_Hour,missing,3031,519,0.17123061695809963,0.16627588116148484,-0.00495473579661479,0.5041650911624904,0.4562540253467148,0.5617816753187781,0.14156770070764688,0.014686753072069477,2345.0,167.0,472.0,47.0,0.21962616822429906,0.0905587668593449,0.06648089171974522,0.9094412331406551,0.21082151105245794
P6_fixed,42,raw_missing_count,0,113787,19939,0.17523091390053344,0.17431336066482653,-0.0009175532357069138,0.5771678805771852,0.44548565278689983,0.6439231138007322,0.13907837947572166,0.005266189727946688,77012.0,16836.0,13020.0,6919.0,0.29126499684276996,0.3470083755454135,0.17939647088909727,0.6529916244545865,0.2623849824672414
P6_fixed,42,raw_missing_count,1,97322,17387,0.17865436386428557,0.1745180460507407,-0.004136317813544871,0.5757188022366911,0.4507639436098306,0.6429201219952216,0.14122798116486135,0.004955461597311719,65460.0,14475.0,11398.0,5989.0,0.29266028146989836,0.3444527520561339,0.1810846312629011,0.6555472479438661,0.26584944822342327
P6_fixed,42,raw_missing_count,2,35730,6228,0.1743073047858942,0.17369421983956165,-0.0006130849463325538,0.5758771313163578,0.44340344223999784,0.6480641401493001,0.13833392429855465,0.008137473437823098,24427.0,5075.0,4150.0,2078.0,0.2905074793792814,0.3336544637122672,0.17202223578062503,0.6663455362877329,0.25818639798488663
P6_fixed,42,raw_missing_count,3,7245,1275,0.17598343685300208,0.1750455321657272,-0.0009379046872748653,0.5774514093588798,0.4475529365010775,0.6386449896541531,0.13972960018620087,0.0092613239256637,4956.0,1014.0,850.0,425.0,0.2953439888811675,0.3333333333333333,0.16984924623115577,0.6666666666666666,0.2572808833678399
P6_fixed,42,raw_missing_count,4,848,161,0.18985849056603774,0.17695916780244303,-0.012899322763594706,0.5964720073481403,0.46901165815257656,0.627157413183614,0.1481853970168174,0.015104168907538375,575.0,112.0,103.0,58.0,0.3411764705882353,0.36024844720496896,0.16302765647743814,0.639751552795031,0.2535377358490566
P6_fixed,42,raw_missing_count,5,66,10,0.15151515151515152,0.1683983378549702,0.016883186339818668,0.6464285714285715,0.40821203431296027,0.6464285714285715,0.12322063102052655,0.05930725230248711,50.0,6.0,6.0,4.0,0.4,0.4,0.10714285714285714,0.6,0.18181818181818182
P6_fixed,42,raw_missing_count,6,3,0,0.0,0.23963592266781653,0.23963592266781653,0.4,0.27565633181950416,,0.05935226912616235,0.23963592266781653,2.0,1.0,0.0,0.0,0.0,,0.3333333333333333,,0.3333333333333333
P6_fixed,42,raw_time_pattern,both_observed,202507,35711,0.17634452142395077,0.1744244663480242,-0.0019200550759265744,0.5771103811111157,0.4469665927736343,0.6444469402852009,0.1396976056840159,0.005221987164571617,136748.0,30048.0,23304.0,12407.0,0.292238841125898,0.34742796337263027,0.1801482049929255,0.6525720366273697,0.26345755949177063
